ID,Title,Year,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players,Description
1742,UFC Undisputed 2010,2010,Yuke's,Action;Sports;Fighting;Fighting;Individual;Wrestling;Combat;Wrestling,Xbox 360,84,6.7,not specified,"UFC Undisputed 2010 is the only mixed martial arts (MMA) videogame this year that delivers the action, intensity and prestige of the Ultimate Fighting Championship. Players navigate a roster of more than 100 prolific UFC fighters, each fully rendered to convey a photorealistic appearance. Prominent UFC personalities, including commentators Joe Rogan and Mike Goldberg, veteran voice of the Octagon Bruce Buffer, the Octagon Girls, referees, trainers and more, return to showcase an authentic and memorable UFC videogame experience. Enhanced combat offers players a new Sway System with full upper body and head movement that allows for the dodging of attacks. On the ground, a new Posture System enables players to deliver stronger, fight-ending strikes from every position. In addition, players manage Octagon control with new strikes, submissions, transitions and cage positions, as well as experience added realism with the introduction of Southpaw stance. Players also enjoy customizable freedom with created fighters by combining moves from numerous MMA disciplines, including new moves taken from Sambo, Karate and Greco-Roman Wrestling, to become true mixed martial artists. [THQ]"
1743,Monster Hunter Tri,2010,Capcom,Role-Playing;Action RPG;Action RPG,Wii,84,8.5,Up to 4 ,"Monster Hunter Tri sets a new bar in the action/adventure genre with the introduction of new features and game play elements as the multi-million unit selling franchise makes its debut on the Wii system. Monster Hunter Tri depicts a living, breathing ecosystem where man co-exists with fantastic beasts that roam both the land and the sea. Featuring both online and offline cooperative modes, players can join online hunting parties with up to four players or play with two players on a single TV for select quests. Players also have the option to face Monster Hunter Tri's challenging quests as a single player experience accompanied by Cha-Cha, an AI hunting partner whose tracking and trapping skills prove invaluable in the hunt. New items, weapons and armor sets will also be available to assist the hunters as they embark on the most incredible Monster Hunter adventure to date. [Capcom]"
1744,Puzzle Quest: Challenge of the Warlords,2007,InfiniteInteractive,Miscellaneous;Puzzle;Puzzle;Puzzle;Matching;Matching,PC,84,8.2,1 Player,"Designed specifically to entertain both casual and hardcore gamers with its deep immersion, five to fifteen minute play sessions and turn-based play style, Puzzle Quest: Challenge of the Warlords incorporates strategy, role-playing elements and a persistent storyline in a puzzle board setting. Set in the Warlords universe, the game challenges players to create, develop and customize the ultimate hero in order to save the land of Etheria from evil Lord Bane. To advance their character, players battle in turn-based, head-to-head ""match-three"" style puzzle games in one of three distinct gameplay modes: Single-player allows gamers to battle against the AI as they embark on over 150 challenging quests, Instant Action allows gamers to jump in and immediately play continuous battles to level-up characters without participating in quests, and Multiplayer allows gamers to battle live opponents. Victory will advance the player’s hero, magical arsenal, creature companions and more - ultimately rewarding gamers at nearly every turn and providing endless hours of replayability. [D3Publisher of America]"
1745,Toki Tori 2 +,2018,TwoTribes,Puzzle;Action,Switch,84,7.6,No Online Multiplayer,"Experience Toki Tori’s Epic Puzzle Adventure on the go, for the first time ever. Explore a forest island, learn magical songs and interact with the local wildlife to solve environmental puzzles. Toki Tori 2+’s game design requires just two moves: whistle and stomp. It's super accessible, yet it builds up to incredible complexity later on. There’s a ton to do, too. After puzzle-solving your way to five Ancient Frogs and saving the island from a strange pollution, you can still find 100s of golden wings, snap dozens of creature pictures and go Achievement hunting. You can now create checkpoints wherever you like, allowing for easy experimentation. - A unique take on the Metroidvania formula - Follow the path, or stray off-road and tackle the expert puzzles - Whistle magical songs to rewind, fast-travel and more - Snap dozens of Tokidex creature pictures"
1746,Steins;Gate 0,2016,5pb,Adventure;Visual Novel,PlayStationVita,84,8.8,not specified,None
1747,Assassin's Creed III,2012,Ubisoft,Action Adventure;Historic;Historic;Open-World,Xbox 360,84,6.8,Up to 8 ,"It's 1775. The colonies are on the verge of revolt. Assume the role of Connor, an assassin sworn to achieve liberty for his people and his new nation. To accomplish this, you will pursue your enemies across an open world. You will utilize your killing power in a violent pursuit that will see you traverse chaotic city streets and blood-soaked battlefields in the dangerous American frontier and beyond. You will encounter legendary heroes of American history, and with them you will conspire to annihilate those who threaten to bring down Liberty itself. Assassin's Creed 3."
1748,Deus Ex: Invisible War,2003,IonStorm,Action Adventure;Sci-Fi,Xbox,84,7.6,1 Player,"Approximately 20 years after the events depicted in Deus Ex, the world is only beginning to recover from a catastrophic depression. During this chaotic period of recovery, several religious and political factions see an opportunity to reshape a worldwide government to their agendas. In this techno nightmare, take part in the dark struggle to raise the world from its own ashes. With biotech modifications, you gain the ability to see through walls, leap 40 feet into the air, or regenerate critical injuries. Whether you prefer the path of violence or nonviolence, Deus Ex: Invisible War offers multiple solutions to problems and allows for radically different styles of play."
1749,Return to Castle Wolfenstein: Tides of War,2003,NerveSoftware,Action;Shooter;First-Person;Historic,Xbox,84,8.4,1-16 ,"You are U.S. Army Ranger B.J. Blazkowicz. As World War II rages across Europe, the Office of Secret Actions has assigned you to investigate strange rumors of occult activity and genetic engineering. You are about to embark on a journey deep into the heart of the Third Reich to battle the most horrific creatures ever unleashed. You must face zombies brought back from the dead through dark magic and destroy mutants created through twisted science. All the while there'll be legions of Nazi soldiers battling to win the war."
1750,Hitman 2: Silent Assassin,2002,IoInteractive,Action Adventure;Modern,Xbox,84,7.9,1 Player,"The sequel to Hitman forces a retired assassin back into action by treason. Visit the dark recesses of the world corrupted by crime, greed, degradation, and dishonor. Your contracts will take you to exotic locations around the globe including Sicily, St. Petersburg, Japan, Malaysia, and India. A diverse arsenal of equipment, from armor-piercing rifles and explosives to chloroform and poison darts, are at your disposal. Stalk and eliminate your targets up close and personal, in either first- or third-person perspectives. You must decide whether to use stealth or aggression, but be careful--you'll have to deal with the consequences."
1751,Heroes of Might and Magic IV,2002,NewWorldComputing,Strategy;Turn-Based;Fantasy;General;Fantasy,PC,84,7.5,not specified,"Lead multiple hero-characters into battle to fight alongside troops for an intense combat experience. Encounter all-new heroes and over 60 creatures in 6 massive campaigns and 24 scenarios. With an all-new game engine, lifelike isometric view, breathtaking graphics and richly detailed landscapes, the adventure map comes alive! With 48 Hero Classes and all-new skill and magic systems, summon all your strategic insight, tactical cunning and leadership abilities to ascend to the throne of this perilous new world! [3DO]"
1752,Knockout Kings 2001,2000,EASports,Sports;Traditional;Boxing,PlayStation,84,8.4,not specified,"Knockout Kings 2001 is easily the best iteration of the series thus far, thanks to improved AI, cleaner graphics, and tighter controls."
1753,Command & Conquer: Red Alert 2,2000,WestwoodStudios,Strategy;Real-Time;Sci-Fi;Sci-Fi;Command,PC,84,8.9,1-8 ,"Wielding strange new technologies and hungering for revenge, the Soviet Empire invades America. New York City and Washington are overwhelmed. Allied forces, unprepared for the surprise attack, are decimated. Will freedom be crushed under the heels of Communist aggression? [Electronic Arts]"
1754,Shogun: Total War,2000,CreativeAssembly,Strategy;Turn-Based;Real-Time;Historic;Historic;General;Historic,PC,84,8.7,1-8 ,"Japan, 1542. The land is in turmoil. The last Shogunate has collapsed, leaving the nation divided into seven warring factions. Out of this chaos will emerge one warlord who will master the Art Of War. [Electronic Arts]"
1755,Bayonetta,2018,Nintendo,Action Adventure;Linear,Switch,84,8.2,No Online Multiplayer,"Bayonetta is a cinematic and stylish action game from the creative mind of Hideki Kamiya. As a gun-wielding witch with powers beyond the comprehension of mere mortals, Bayonetta faces-off against countless enemies in a game of 100% pure all-out action. Outlandish finishing moves are performed with acrobatic grace as Bayonetta flows from one fight to another. Bayonetta pushes the limits of the action genre with magnificent over-the-top action and fast-paced, dynamic climax combat."
